hour,nl_node_0,nl_node_1,nl_node_2,nl_node_3,nl_node_4,nl_node_5,nl_node_6,nl_node_7,nl_node_8,nl_node_9,nl_node_10,nl_node_11,nl_node_12,nl_node_13,nl_node_14,nl_node_15,nl_node_16,nl_node_17,nl_node_18
194,0.000006088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
195,4.05869593199705E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
196,2.03170767293573E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
198,0.00227051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
199,0.00454102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
200,0.00681153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
201,0.03866545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
202,0.0705193699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
203,0.1023732898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
204,0.1010761589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
205,0.099779028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
206,0.0984818971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
207,0.073988847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
208,0.0494957969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
209,0.0250027468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
210,0.0167525034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
211,0.0085022601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
212,0.0002522527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
213,0.0001722586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
214,9.20285705510959E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
215,1.20816995185029E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
216,1.00759486218764E-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
217,8.09379479462203E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
218,0.000006088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
219,4.05869593199705E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
220,2.03170767293573E-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
221,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
222,0.0008662484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
