YEAR,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120
DemandDE,1,0.998709025,1.015666893,1.045325661,1.064416668,1.036437729,1.040384555,1.065084016,1.052219696,1.074027992,1.085498466,1.089235668,1.09732379,1.107064178,1.125417864,1.152236236,1.1418275,1.139581121,1.117274684,1.137798767,1.162061241,1.155696268,1.13661034,1.135186185,1.154567992,1.155008372,1.123983112,1.147556881,1.196594108,1.212912738,1.206214099,1.192415253,1.155507632,1.188409403,1.213453754,1.225972909,1.2549027,1.303795964,1.328863365,1.347918366,1.341899577,1.330982314,1.346757666,1.368475212,1.416176846,1.435772291,1.476988114,1.514836416,1.573500835,1.606844686,1.678321509,1.673627943,1.718544671,1.776565821,1.793565743,1.801358477,1.759916324,1.793636883,1.784332688,1.815713185,1.765716088,1.826125424,1.853593063,1.890831406,1.883491901,1.928548554,1.966059788,1.970308207,2.003052412,1.94089076,1.943775848,1.941937488,2.030766908,2.067951239,2.091619159,2.11672736,2.164515354,2.124617513,2.132543332,2.169925938,2.219941154,2.272673175,2.258289391,2.244602067,2.186804554,2.284012483,2.348721712,2.418056846,2.409301681,2.448144805,2.481920729,2.557316534,2.607634887,2.659893139,2.658251047,2.684233005,2.749097129,2.800044538,2.707735324,2.777234355,2.770067142,2.825085383,2.876566047,2.845575302,2.930086721,2.976901191,3.07369784,3.108637293,3.146372326,3.209472584
