YEAR,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110
Coal.Medium,3.6917419368,4.24644877747246,3.5681677786087,3.2737776071177,2.83582479885316,2.85016741834449,3.33814795897644,3.41041243719032,3.07311529234218,2.68517745839531,2.6803072725827,2.91593641397352,3.224747805484,3.25884461369692,3.41721264006605,4.04755691014079,3.7684964645513,3.31105274314438,3.32900256522987,3.41574019465255,3.05125511977152,3.01425433333531,2.57875027550848,2.75632288421823,3.03918810081148,3.41753716210186,3.12001358281931,3.35691250217446,3.19725244482429,3.5524578497558,3.29602325256913,3.3068741619985,3.10345053611723,2.9607056920799,3.12856399129041,3.37733642247589,3.64887195008279,3.00265106542135,2.87047923046051,3.16841730514417,3.38143080226684,2.95649241918424,2.68504160385804,2.69474184123772,2.6337811128171,2.8646489249401,3.17446446020563,3.13704276945405,3.58905340061849,4.09652289620581,3.45304413212036,3.44666589544519,3.14305680009434,3.14958276437534,3.21304642467782,3.72863629863538,3.53563850060702,3.21488854489928,3.43105092123464,3.3561273043352,2.92962811789898,3.48081911999784,3.17849080249119,3.25569303347513,3.79582325046018,3.51809090490332,4.02346275762933,3.50741865002355,3.50357466196671,3.25044213243111,3.20972047207026,3.17196485696979,3.08223560878638,3.08708463932154,3.50196328799159,3.30691522573169,2.89009917832822,2.51240679990737,3.03729423436116,3.34909063142188,3.21805862943559,3.60681713631269,3.32765490566069,2.82764729418276,3.38109954976859,3.74590399728651,4.12324312992795,3.59680488838695,3.15344072718248,2.78170954000052,3.49478918714505,3.61124517410771,3.66061988457629,3.41892047337009,3.36811715326319,3.75400729251423,3.22622596825733,3.50826409714171,3.75395152711486,3.95937849549198
NaturalGas.Medium,6.1752774216,6.73971168534192,6.46781427079325,7.54243355028843,7.28907185533034,8.02601201187332,8.83690149845221,9.07507103103624,9.61833546431608,8.6710231384916,8.40323333606015,8.92390775400651,9.42215999234613,8.91763618641165,9.70130585217403,10.1956443383499,8.98981365561801,8.2373255545557,8.25382346212596,8.52014877610654,7.53558820461526,7.13883423185474,6.28138358012154,7.29635305038874,7.58787060730305,9.19472136532675,8.64295903616226,9.01974244146477,8.82381724085684,8.87588789414831,8.52474918509964,9.39365646347373,9.14164459636109,8.99891509718868,9.6827716908482,10.9723234464025,10.5318581224608,9.19710476702116,7.36635704877669,7.27952419601788,8.33264793119286,7.68030361423331,7.1808700815938,7.03602450012944,8.00893728942668,8.7008207956711,9.11916620078255,8.95239191391278,9.37073832882226,10.4519951705094,9.6783514707444,9.84371710812453,9.60095603088342,9.6921310354968,10.4624180806469,11.0506669456808,10.7894740616776,10.9476019092315,11.0214918146969,12.0924663682401,11.4331262847623,12.705629955406,12.5284507191242,12.4052187781813,11.7166169439462,11.7102885729508,11.1669045094857,10.5679116361328,10.3951953035654,9.94871238143819,10.570062586294,10.5602070521539,10.070521831527,10.8183872020361,11.0236080169086,10.8902845760105,10.0554303151918,9.01281060835672,9.73075426360884,10.4039750442052,10.3893729272693,11.298690613872,11.3739901427482,10.7623076250092,13.5620426569067,14.4496190339987,14.1691283124457,14.1344684174839,12.7052901130425,12.4834386304748,13.6926175876746,13.3136475436435,14.1984749286105,13.1634650197535,13.578381013533,13.8079670944508,11.4631104409703,12.4645271185904,12.8651034274819,14.6577694556398
Coal.Low,3.6917419368,4.20714872184543,3.44362414725613,3.04679461448883,2.54564693549814,2.46803025809322,2.78852876205335,2.74756997487753,2.38717949256967,2.01004308867455,1.94651075175166,2.0657399568189,2.23857599567713,2.22493483151116,2.30150757293895,2.69582699830003,2.48715817021771,2.1689829496756,2.16744047932569,2.21280183013351,1.9685895701413,1.93819900444114,1.65361307477379,1.76350724954067,1.94090584988013,2.17923933449902,1.98706343290848,2.13577781373907,2.03251328551805,2.25678920529319,2.09272080739158,2.09865644941623,1.96882419427517,1.87769506456671,1.98365692980048,2.14095319327452,2.31269772445621,1.90285492015527,1.81889050415823,2.00749596186324,2.14229950474252,1.87296535917263,1.70091310921898,1.70698762260182,1.66831566554465,1.81450409765804,2.0106996044556,1.98695997481626,2.2732228516234,2.59460999880326,2.18702836157755,2.18297045802605,1.99066390491251,1.99478601420158,2.03497138363315,2.36150954264396,2.23926868325713,2.03611913139764,2.17301905999491,2.12556342447371,1.85544267045038,2.20452999117187,2.01305255959434,2.0619459527404,2.40402810399478,2.22812933304421,2.54819784887688,2.22136854878955,2.21893340297169,2.05861546500084,2.03282467513571,2.00891245923545,1.95208365263306,1.95515450725869,2.21791092047288,2.09438029091225,1.83039660990922,1.59119130326377,1.92362000838313,2.12109102810574,2.03810403062296,2.28431773254457,2.10751493439194,1.79084339819522,2.14136315772006,2.37240596430835,2.61138740517165,2.27797649327453,1.99717917313378,1.76174940850114,2.21336651931393,2.28712197247515,2.31839261753386,2.16531631813497,2.13314087852634,2.37753796543089,2.04327645607083,2.22190060332702,2.37750264126634,2.50760638689812
NaturalGas.Low,6.1752774216,6.54405800689037,5.96545481527703,6.5028721811602,5.89597839898251,6.10727058177038,6.39038624013692,6.28839192765601,6.43594385169511,5.63840927368152,5.33776027065294,5.56081269785681,5.77981709024427,5.40045032216929,5.81351937619486,6.05732593475612,5.30337971271668,4.83147217313018,4.81830637503948,4.954555843018,4.36003169581078,4.10592309700625,3.58861777013091,4.13818429417339,4.2702560364875,5.13268613206586,4.78430548428863,4.95003704074771,4.80020897885223,4.78581253976746,4.55546184372679,4.97475729673981,4.7977523385728,4.68034773759018,4.99076434826469,5.60474299772182,5.33170926251544,4.61460991937557,3.66336140246186,3.58835969337279,4.0716125322044,3.72029964114569,3.4484133858491,3.34995960810777,3.78080948821329,4.07282522505459,4.23296274036838,4.12107305165518,4.27814047315248,4.73280268460219,4.34696697249318,4.38568452101055,4.24339401169699,4.24977354064493,4.55148304375989,4.76990899008262,4.62113537280545,4.65285972083405,4.64856905169805,5.0617044991648,4.74979217547169,5.23911450072871,5.12784833090314,5.04013355861573,4.7256660986629,4.6889394476441,4.4392415420417,4.17115661575431,4.0739286476346,3.8715321262696,4.08460685145116,4.05250010912921,3.83796821993157,4.09478713935217,4.14411993065179,4.06637648703949,3.72948282656112,3.32052930016237,3.56132792836145,3.7827023107186,3.75273904860421,4.05472902619579,4.05545453264581,3.81279194019114,4.77410144802917,5.05439705888934,4.92515475406539,4.88244282756038,4.36154289173329,4.25896815789297,4.64288324881845,4.4868936778697,4.7561328909729,4.38290430974251,4.4940197113101,4.54284048450694,3.7490941194348,4.05266751776512,4.15848130993727,4.71042927894233
Coal.High,3.6917419368,4.2841716016574,3.65673262777639,3.42579030807185,3.03599115253098,3.12594019369241,3.75448000122316,3.93496592615421,3.63886038363637,3.26251264087399,3.33845042609022,3.72006078837763,4.21061555877498,4.35154617467822,4.66351793614248,5.6321626938468,5.33640559141267,4.76376033025765,4.85988301146565,5.05414502846865,4.5718990178329,4.57007684325967,3.95369311806917,4.27113134834696,4.75768023104493,5.4027071905921,4.97938296662551,5.40705193795119,5.1963239176925,5.82449145950174,5.45068997512444,5.51496425804973,5.21882922316704,5.01963938207146,5.34715093495791,5.81845064920237,6.33587310468221,5.25448056929039,5.06198962144835,5.630126482682,6.05416244756906,5.33308554501308,4.87947142990533,4.93323524450369,4.8569223412458,5.3210152186829,5.93896471579852,5.91090720018747,6.81057691951809,7.82829267048707,6.64476130483485,6.67852245558125,6.13219789342167,6.18698206453141,6.35454221076093,7.42401102283874,7.0869270281815,6.48691284992096,6.96886657668837,6.86147281845245,6.02860339591512,7.20929166998841,6.62553418601465,6.82989949917676,8.0136455452304,7.47424075009324,8.60158942804347,7.54515329561524,7.58362466911542,7.07907235127768,7.03320464900988,6.99278880628922,6.8360928277435,6.88802938229478,7.86043955584348,7.46675211094794,6.56416769705588,5.73984455161376,6.97951848695215,7.7406827876885,7.48075814473588,8.43258567531973,7.82430449309686,6.68635654026945,8.04017035520949,8.9576328081954,9.91496879245135,8.69704477695795,7.66705694732417,6.80035999620774,8.59021975491455,8.92463846337824,9.0954878175251,8.54054409565507,8.45856158107628,9.47774376335674,8.18828644761381,8.95090427402769,9.62781650221636,10.2074889603359
NaturalGas.High,6.1752774216,6.91264048104902,6.89186404150741,8.17316768211321,8.02894992205165,8.98334504753364,10.1309368204185,10.7287800401992,11.7100896586475,10.8595147460679,10.7782484214138,11.6718655028914,12.5222199101763,12.0079043406675,13.2039379319123,13.9990900807728,12.432449450799,11.4590180823733,11.5374103523094,11.9567491608278,10.6033673222616,10.0615948311329,8.86023262452641,10.2932617152059,10.7001160778746,12.9550502961133,12.1630783253454,12.6746298669508,12.3783468113266,12.4282068584107,11.9127257133121,13.0994513153115,12.7203430849196,12.4938677642719,13.412885791895,15.1644399276317,14.52219464356,12.6524887925569,10.1105865836809,9.96848123387008,11.3845813566917,10.4695403813356,9.76674542110579,9.54845320359894,10.8448483374096,11.756073196187,12.29480376225,12.0442893951754,12.5806452417025,14.0031839530735,12.9401402333051,13.1346411531688,12.7851698428667,12.8811780405876,13.877904735809,14.6300886408549,14.257269039539,14.4392115587451,14.5098835432936,15.8908809365026,14.9974676888627,16.6371571835853,16.376467506711,16.1873968003155,15.2627978743309,15.2288915349554,14.4981150385177,13.6979335605445,13.4522402032682,12.8538635840514,13.6350844979514,13.6011186422714,12.950436155951,13.890993854662,14.1332143175782,13.9415371134112,12.8538746952751,11.5043795689969,12.4029921546123,13.2423051656116,13.2052048628967,14.341101433613,14.4169291658771,13.6231540687103,17.1441685705396,18.2420384302895,17.8645560913358,17.7978307421105,15.9777984455215,15.6789689764192,17.1761855661357,16.680160675297,17.7669819490964,16.4519255734096,16.9501959139167,17.216397070512,14.2759916955153,15.5051616825916,15.9851152004374,18.1918807502657
Biomass,4.5,4.63482560414638,4.88144022959856,4.7990271473998,4.79251228037805,4.90517038726441,4.86352312437838,4.99375063076781,4.98794705931291,5.31793264111386,5.4730541948402,5.65111866839575,5.48864152989506,5.58817846638109,5.57237148533491,5.81284329285026,5.71840790223245,5.69451353654587,5.74607726195364,5.7265161372624,5.71846717517648,5.74281279409834,5.7385150886899,5.85696794387018,5.99687700380658,5.88143732549959,5.72399708165025,6.02244587581067,5.82360979900263,6.04694613067641,5.99782720539471,6.10739755881989,6.14906041502349,6.0796041353877,6.22608068164187,6.39964813052454,6.4271395328638,6.361848710589,6.47990536708145,6.22517898694939,6.43269554056569,6.82444245271585,6.86154527331768,6.85918809509801,7.06722210596505,7.02882227477493,7.04625325379898,7.33737064219861,7.46295535890951,7.58201498058552,7.75097987377446,7.46965531654476,7.47546312552645,7.52553860000182,7.80256677069262,8.22239222650957,8.31581393315046,8.37688109528692,8.48731784710428,8.29660532269055,8.28185575558275,8.31931595201291,8.46984999891802,8.32949814757447,8.36423854505486,8.46365689802368,8.52348220654872,8.84878651435267,8.93136646136131,8.80972381825866,9.07802724329116,9.31298512975667,9.37939621851663,9.16432427666926,9.36727338860311,9.47241088791739,9.30656495825333,9.77010829351717,9.84480528624273,9.86097731531448,10.0746672547969,10.5550419480727,10.8121584005189,10.7553200265213,10.6660660364234,10.9328111637731,11.0137456933902,11.520575274926,11.1244823831298,10.8456358182655,11.0521775290964,11.4189467374968,11.3575377364612,11.3484516958399,11.187234392869,11.155994327038,10.7927996872552,11.0606833884756,10.6552037361981,10.7780776347208
Lignite,1.427777777,1.43668073981884,1.44349196140318,1.4323551747783,1.43780964066511,1.44446783984155,1.44188069971528,1.43879214166043,1.44002902781771,1.43184887937365,1.42980714493215,1.42777983159425,1.41812837465557,1.42290401921178,1.42674881519209,1.43208088435266,1.42934808363249,1.42748767697925,1.43513978019545,1.44043490462698,1.44458125848138,1.45279115762717,1.45388344028129,1.45327350070001,1.45027826759902,1.44783428809383,1.43963452462608,1.44381786353884,1.43501768321697,1.43478360680144,1.43647508813968,1.43348704548085,1.42927717683915,1.4360581049462,1.43891604947044,1.45247051817165,1.4528750205921,1.44625703152448,1.44159222228201,1.43392382296881,1.43179491757481,1.42915513289686,1.4414205356055,1.44086148415265,1.43599726147483,1.44040152438523,1.43982423952542,1.44572826437185,1.44399425615885,1.43984175357208,1.44123753670253,1.43668972412584,1.44421266455524,1.4359965203259,1.43215309486444,1.42815434290854,1.43178278383255,1.43466768197565,1.43455534019399,1.43843090335471,1.43699040277581,1.43660984897823,1.43260317749925,1.42910281666088,1.43450047416725,1.43529419592308,1.43999089576262,1.4399163339339,1.45115393177527,1.44838073906901,1.43691836844265,1.44472071042706,1.43782595497752,1.43850438414144,1.44384399521795,1.43271316178767,1.43462786472308,1.43874172874185,1.4326253777268,1.42923710021783,1.44078214212927,1.43408437185113,1.43463214417428,1.43253172922168,1.42333803644902,1.42550415122321,1.42202014844638,1.4250717423248,1.4293058963138,1.4346785158709,1.42831656894669,1.43108546521561,1.42948102237838,1.42263051706478,1.4132794079118,1.41103019288907,1.40824392536819,1.40642434696839,1.40784520589779,1.40640601298328
Uranium,1.286,1.28803589435118,1.28618143862573,1.29269240036777,1.3013641146871,1.30740422270215,1.30907653865376,1.30477205133538,1.30340958882731,1.29972595113115,1.29410048923446,1.30209548908405,1.30121131746654,1.30655280207605,1.30235415606263,1.31345342450003,1.31290257589073,1.30462572718222,1.30332677581814,1.30258462007662,1.2942279119817,1.30151229178073,1.30637910897778,1.3044835794911,1.29709800755261,1.29950539921662,1.29140910534154,1.30159465446113,1.30762639540087,1.30498231050312,1.30657482291767,1.30909533299796,1.3183022014282,1.31949556183079,1.31758538470617,1.31669978358314,1.31646300633679,1.3255383747295,1.32823084166797,1.3225339788484,1.32533120581442,1.32969245613669,1.33025901328257,1.32338493775925,1.3200950592753,1.33286965839105,1.32462265197797,1.33660076366701,1.34326602730064,1.34538691302411,1.34420977995709,1.33963117898732,1.3473159078738,1.35254603768991,1.35132234517955,1.3513983652523,1.3588691558364,1.35457527251108,1.35764655805324,1.36235428171242,1.36431389338941,1.36319352704251,1.36386208722113,1.36769772096514,1.36378094677579,1.36535766944728,1.36498270718213,1.36317752606224,1.36513363080244,1.36484681712088,1.37542232569893,1.37837203554122,1.37810763938451,1.37967151782936,1.37939860200649,1.38239069821253,1.3778592497005,1.3754505293981,1.37848459522028,1.38137381459249,1.39380393484661,1.39924217381456,1.41221495183852,1.41442029806478,1.41071368039002,1.41031828078898,1.40332214219318,1.40573327195133,1.40780251012682,1.40851046930926,1.40278040317639,1.39341380403525,1.39428309051558,1.40335469000037,1.40852644597561,1.41629623148689,1.41166342052732,1.40802697103553,1.40857170581858,1.4113092318336
