YEAR,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120
Biomass,4.5,4.467351888,4.48701301,4.396132408,4.311835041,4.394176675,4.393923808,4.416645119,4.633560943,4.645486715,4.601673365,4.706486569,4.510813379,4.612135453,4.756361097,4.806071285,4.792120361,4.919121377,4.903575072,5.049332518,4.940325435,5.097621528,5.145832888,5.327562434,5.478302858,5.71637203,5.686501909,5.724305403,5.691419804,5.684238359,5.904001925,5.774847856,5.796889387,5.82049215,5.855760544,5.772015844,5.735887633,5.853415982,6.050135761,6.080800192,5.983190855,5.956775112,6.148911989,6.052918248,6.241142042,6.312733736,6.300124841,6.265546704,6.46750508,6.321128781,6.547806303,6.37683768,6.535654258,6.78910031,7.179982685,7.125071601,6.864144175,6.795969379,6.657609633,6.67535985,6.506079473,6.474241492,6.565771812,6.556819074,6.88352044,6.898119506,7.254519247,7.213571953,7.376259256,7.239105579,7.478242459,7.69254622,7.742075396,7.798915016,7.970757431,7.756698249,7.908413342,8.15442514,8.073682996,7.808621122,7.829124509,7.827356104,7.879727916,7.901594026,8.26308405,8.142415748,8.002766569,8.140632047,7.824306226,7.603796314,7.832637339,8.212333484,8.118915977,8.27581614,8.266265952,8.696810418,8.990066905,9.230608437,9.138704016,8.847584791,8.859715839,9.097594311,9.535366266,9.740313893,9.970472056,10.33815858,10.58631124,10.98981996,11.06284579,11.30344371
Biomass,4.5,4.618872006,4.489560916,4.466951448,4.486781993,4.710301508,4.97986084,4.814172909,4.888876078,4.716297767,4.782579756,4.670638265,4.756607596,4.917621112,4.918617369,4.825455499,4.700674489,4.701762147,5.00652549,5.066663166,5.06249762,5.050173642,5.062733119,4.868099874,4.703654446,4.893797795,4.912413373,4.952370173,4.971298831,5.089050911,5.107420109,5.159095018,4.985315926,4.966963662,5.233408576,5.486615664,5.778856034,5.960061236,6.126829152,5.954013181,5.842286999,5.724456551,5.888471804,6.145422684,6.169043926,6.084252854,6.096003937,6.159241957,6.436681471,6.266053978,6.128889575,6.300113818,6.280146646,6.43970388,6.381099914,6.401679154,6.468734447,6.787002624,6.586197349,6.565407988,6.510581363,6.527923563,6.715209395,6.975641003,7.128640439,7.283744071,7.170648364,7.402444436,7.583528084,7.94255537,7.603772229,7.72610818,7.736820167,7.944920302,8.172239955,8.11770437,8.059607447,8.236218748,8.31135301,8.329715092,8.079812284,8.427541643,8.69904762,8.776032082,8.470709012,8.561555556,8.577221572,8.662258204,8.693583987,8.365668937,8.461669035,8.326141897,8.229803842,8.695977499,9.16934983,9.43009745,9.179721392,9.280304202,9.432082143,9.489564331,9.047717358,9.102001314,9.193547915,9.388695531,9.60583283,9.898121229,9.716372153,9.563666278,9.835190377,9.89932936
Biomass,4.5,4.398442193,4.554982761,4.550587397,4.495532983,4.599395967,4.528376868,4.40645861,4.25924845,4.415577934,4.42379463,4.603813409,4.491023407,4.53482858,4.66154071,4.739532957,4.795126257,5.008861347,5.308708513,5.281523906,5.174934589,5.099553626,5.307463015,5.201076827,5.182331434,5.101692536,4.963255934,4.920728963,5.042928554,5.140986263,5.004097511,4.930353905,4.84350864,4.858618296,4.814152555,4.880603911,4.954984445,4.839364065,4.76109225,4.981587175,5.171827262,5.40016879,5.285731752,5.105997459,5.184563973,5.171916793,5.241822482,5.244553241,5.150767357,5.223770533,5.218787067,5.111504313,5.075316335,5.077558564,5.256036641,5.416309981,5.683018672,5.887459728,5.7859127,5.876823878,6.0789776,6.191546392,6.242117852,6.199432534,5.971933989,5.963908458,5.905677552,6.143564964,6.277644499,6.350319001,6.436475325,6.386343717,6.113316181,6.423994707,6.584800287,6.550860244,6.728056367,6.993774724,7.010085989,7.185729553,7.124903399,7.264839097,7.677226234,7.693877171,7.753955813,8.011679473,8.089100686,7.838599103,7.687056954,7.564781558,7.378524467,7.407356249,7.195822442,7.295437498,7.289774119,7.380824952,7.713001168,7.734429652,8.14502118,8.166429164,8.57062444,8.759586979,9.140839826,9.074544828,9.111506289,8.748218442,8.557504817,8.643870053,8.658740306,8.941171782
Biomass,4.5,4.660609127,4.670344163,4.682798931,4.923115477,4.965071531,5.030667969,5.273747518,5.477541153,5.440619783,5.56347444,5.60124201,5.543099194,5.667652981,5.967465291,5.926988193,5.974969352,5.963619073,5.870765815,6.01565256,6.086122557,6.032010531,5.860330601,5.987401948,6.182832046,6.051965509,6.190614235,5.958617314,5.964629222,6.120280663,6.104634179,6.145783414,6.358108425,6.350966072,6.2379328,6.216393634,6.118273921,6.338549361,6.470626642,6.351698592,6.341784399,6.564772749,6.789647807,6.672849245,6.706711419,6.751079683,7.028489161,7.061258967,7.221886624,7.401378724,7.101185241,6.863321792,6.695716923,6.719732335,7.009997813,7.056247631,7.253915172,7.431065499,7.317001133,7.604596844,7.417069444,7.300319443,7.570912519,7.709125635,7.622333222,7.785965779,8.205990373,8.540957794,8.997113322,9.067675993,8.82200274,9.174152077,9.062596643,9.172368043,8.966622325,8.989765396,9.235899589,9.450166064,9.229185032,9.387129632,9.032994891,9.211665425,9.741547182,10.09541434,10.46243974,10.49191443,10.82137032,10.86551839,10.78630469,10.83964647,10.94510931,11.36160042,11.65807569,12.3159538,12.03071854,12.45518524,12.54182396,13.00821653,13.19478318,13.89885511,14.62090363,14.55075119,14.93926578,14.52946241,15.1568915,14.86881964,15.06884237,15.31539496,15.02349241,15.18216102
Biomass,4.5,4.296950012,4.161967427,4.33201745,4.480837147,4.50114773,4.709377154,4.750012019,4.790294129,4.887851022,4.811070235,4.696471192,4.876924704,4.835757382,4.900662056,5.082337961,5.083223924,5.371865969,5.583173751,5.739083798,5.68244131,5.848878805,6.082633047,5.886510595,5.815428765,6.033793409,6.154241872,6.396272096,6.609710487,6.616412396,6.454854308,6.549484437,6.681396214,6.910041323,6.960294867,7.373581602,7.577147093,7.43325473,7.354168647,7.625975857,7.686092403,8.034836161,8.400333615,8.685822829,8.808798054,8.961920072,9.244781081,9.302704968,9.34459942,9.476049444,9.315367592,9.620606041,9.714290632,9.537555621,9.32944115,9.126465224,8.723313169,8.648561371,8.998502122,8.760753669,8.599405724,8.328507462,8.042235075,8.407516228,8.710860558,8.587923871,8.671359001,8.645446514,8.59743624,8.428812742,8.476028477,8.672766866,8.665105059,8.869782194,9.190120217,9.566274264,9.843747939,9.825555039,9.505378109,9.906565154,10.09433915,10.22923874,10.52570901,10.27739024,10.55904849,10.98168675,10.51420299,11.02259501,11.06812809,11.41125374,12.06043604,12.04831387,12.42010733,12.11414175,11.72331622,11.85113338,11.47909799,11.19604529,11.44939533,11.05825935,11.12129824,11.43680601,11.83937798,11.86869223,12.07506699,12.07312024,12.21762384,12.13536714,12.31186003,12.8531314
Biomass,4.5,4.365751187,4.265840629,4.259960654,4.523113063,4.63461044,4.513395129,4.591461811,4.63550604,4.607772167,4.589060329,4.628057684,4.87759276,4.90309366,5.082038218,5.345119982,5.320617735,5.387142375,5.468484982,5.42996801,5.649188782,5.880181131,6.235641846,6.092530176,6.199813359,6.347941371,6.238175043,6.499937529,6.397389196,6.267020574,6.626046713,6.746540614,6.488535199,6.715169257,7.166140435,7.446928433,7.472680049,7.835660505,7.822783711,8.260197348,8.374860902,8.50019224,8.793211983,8.685930172,8.83900858,8.752477008,8.432804227,8.670012343,8.834379776,8.572989539,8.757626601,8.9579469,9.201340321,9.016275718,8.862922091,8.73655578,8.369544042,8.525644248,8.541037014,8.495912257,8.370537135,8.272583297,8.189595776,8.12994757,8.007963903,8.378355028,8.377201995,8.165715518,8.183323921,8.286921158,8.542488142,8.525603989,8.831259354,9.42014089,9.318421336,9.375373717,9.396180545,9.905987427,10.09585867,10.42537994,10.90348513,10.58231889,10.67378432,10.92230594,10.57207326,10.86977484,11.04128578,11.15845087,11.23751197,10.82784977,11.40632915,12.09711527,12.32322272,12.3891826,12.31254876,11.9934724,11.97853675,12.48619259,12.44860932,12.49626238,12.67875947,12.88330237,13.06829884,12.93271073,13.37258684,12.92120406,13.15480482,13.23197543,13.24115667,13.63351574
Biomass,4.5,4.543160154,4.663554428,4.713285325,4.753282812,4.827095206,4.89719766,4.995897326,5.189925922,5.207850168,5.484147949,5.497129636,5.414644074,5.3650227,5.638698951,5.495028159,5.425140135,5.279695641,5.367718273,5.310936831,5.393439529,5.342721452,5.359034819,5.359298492,5.604529965,5.483484124,5.444258384,5.371612499,5.517704883,5.782727298,5.838714913,5.952235012,5.866390585,5.963395066,6.211305995,6.269752273,6.02839726,5.943632132,5.922405127,5.890754661,5.720285207,5.723601689,5.808399755,5.878914071,5.976632018,6.031396507,5.91550274,6.235107213,6.403072817,6.411992492,6.302691334,6.242326305,6.411875656,6.213657206,6.312658959,6.206716985,6.384677837,6.794389495,6.695155553,6.813214083,6.897180123,7.130485831,7.11715781,7.225065574,7.027091285,7.128281203,7.226354553,7.269068943,7.65758613,7.844474571,7.790654296,8.155781241,8.196919153,8.472597577,8.709587142,8.748555043,8.843663532,8.955032836,9.459418713,9.204259654,9.473596061,9.849773709,10.45511993,11.02135888,11.22895594,10.91115396,10.69737182,10.79969768,11.02389289,10.8797661,10.72482771,10.49794404,10.32594914,10.71790923,10.77480192,11.21014397,11.59673628,12.26529927,12.49470815,12.78048923,13.18075143,12.72845791,13.16121743,13.45834732,13.53582106,13.42622866,12.8577515,12.92285383,13.32132788,13.53499517
Biomass,4.5,4.552680988,4.604642336,4.746409098,4.628373878,4.595706325,4.598790017,4.563591725,4.497412131,4.562838994,4.603882529,4.755850013,4.887193915,4.88727187,5.047137179,5.009666442,5.089141831,5.005361027,4.932846693,4.885354356,5.038254928,5.052765877,5.278713279,5.171129036,5.48471258,5.638419929,5.623213837,5.409304191,5.529236774,5.563540654,5.791995848,5.636309612,5.676623935,5.912813586,6.051980738,6.032807816,6.125292011,6.366991897,6.409655213,6.405077164,6.495764316,6.526378586,6.756688929,6.643629389,6.77932242,6.458789446,6.446090224,6.775173206,6.500824343,6.33091376,6.262462056,6.662675222,6.726106948,6.848665323,6.551100805,6.520748407,6.912866087,7.108026032,6.910221054,7.138866111,6.99425747,7.024520931,7.355794239,7.453963048,7.156811326,7.548083287,7.76933133,7.567273249,7.5770615,7.643844723,7.809586958,8.050028636,8.315833878,8.097965673,7.975474463,7.706403661,7.641527625,7.984299946,7.6101015,7.537458961,7.422938651,7.295541189,7.439001614,7.506904945,7.679592437,7.646328972,8.086817955,8.050805612,8.143923772,7.929503108,8.103093093,7.991225408,8.085647663,8.34610474,8.32512506,8.515379864,8.767232881,8.709505896,8.900305925,9.456386465,9.580956948,10.03758617,9.923593181,9.831208063,9.919997407,9.995550189,10.29988895,9.806396159,10.07731278,10.43092303
Biomass,4.5,4.610096205,4.575849593,4.563011134,4.66892735,4.693173996,4.868955858,4.927873983,4.991758225,5.174716578,5.185593384,5.105611894,5.038795874,5.229755115,5.226069531,5.381562355,5.232494943,5.188810659,5.146320327,5.160699491,5.365161356,5.658269834,5.879197818,5.915288268,5.839422427,5.689592937,5.776276847,5.617474508,5.683105563,5.730352615,5.550576222,5.639215571,5.815347594,5.909896603,5.698187912,5.717437504,5.589697645,5.383861562,5.578510938,5.570018314,5.547916363,5.738159818,5.76466786,5.525766286,5.356817372,5.495770196,5.34731791,5.200304415,5.298531566,5.32264473,5.352920651,5.213942383,5.186142218,5.349476154,5.219005528,5.190995534,5.094035767,5.19987101,5.500120843,5.439904316,5.449452098,5.336064854,5.497475632,5.342058231,5.50522312,5.394358649,5.555977787,5.561572617,5.658420968,5.916221088,5.783249622,5.926352604,5.828885008,5.790399941,5.962043712,6.057340663,5.913207437,5.817284772,5.954623671,5.919039046,5.896721936,5.978602298,5.977720403,6.365572559,6.297680742,6.396662777,6.423947215,6.503896938,6.71849122,6.441407231,6.580707019,6.8480704,6.876870142,7.16831685,7.403473242,7.17692174,7.544694333,7.619661339,7.694694863,7.602843948,7.770675643,7.870985417,8.004640697,7.981470368,7.856713424,8.146257078,8.029813428,8.153610615,8.609749911,8.713773637
Biomass,4.5,4.589394524,4.724290169,4.562596733,4.624782131,4.529532778,4.631333215,4.840365924,4.906859899,4.979090027,5.033927585,5.136523808,5.21645609,5.080769204,4.997082883,5.295088518,5.625132573,5.603013572,5.77668758,5.906750242,5.928729597,5.949203329,6.196265518,6.408229926,6.367863525,6.279457823,6.607856313,6.844313149,6.844032345,7.092340007,6.798293964,6.725570541,7.028745531,6.808863857,7.078161723,7.221262393,7.147191313,6.848746211,6.669869861,6.863837218,6.626906904,6.824034119,6.846272893,7.056033464,6.81254169,6.821703387,6.744412417,7.110861993,7.210652552,7.256485771,7.491751355,7.375879854,7.291229956,7.29194555,7.342788741,7.175782056,7.293291746,7.12489138,7.498539671,7.611564565,7.496414978,7.57981118,7.350725534,7.249189795,6.997578023,7.029489218,7.200789472,7.24525997,7.307164621,7.323872168,7.545035816,7.947694589,7.999673706,7.956671902,8.115861007,8.342913196,8.472912828,8.484750682,8.574401682,8.421991558,8.369916766,8.247520923,8.599733351,8.718969327,8.715965853,8.674111255,8.911480374,9.035328619,9.162370408,9.332964256,9.833092663,10.1203415,10.4094087,10.23411643,10.24905961,10.7108899,10.81564892,10.42770427,10.49996631,10.12187433,9.731874008,10.11762297,10.64412199,11.09341051,11.51313144,11.28083616,11.16745128,11.42180893,11.64696043,11.36346656
