YEAR,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120
Coal,3.691741937,3.712870461,3.838915851,3.895380325,3.99087223,3.976424496,3.86366097,3.887375141,3.945889785,3.987545433,4.039997111,4.164516204,4.178572186,4.223936608,4.249100351,4.300469092,4.352325032,4.379259435,4.420391782,4.439929542,4.393677852,4.516362728,4.625922039,4.673133704,4.763070088,4.896505728,4.8448378,4.962118891,5.009134881,5.04335651,5.108698107,5.234304456,5.178579319,5.278879961,5.316805952,5.271808582,5.191181356,5.289189416,5.290504194,5.256527973,5.353379276,5.396486297,5.409010083,5.462873633,5.580082309,5.563934411,5.791256409,5.951446372,6.129926106,6.042680682,5.991309498,6.065476574,6.011985526,6.026614879,6.142151728,6.344744014,6.557419954,6.827028828,6.873021819,6.711958813,6.976558953,6.990661484,7.134398288,7.124668083,6.942586455,6.894797414,6.76759876,6.902390993,7.048848302,7.158427513,7.337819742,7.493712535,7.767671364,7.829797321,7.938992996,8.01548906,7.942884962,8.100102277,8.304861829,8.490043602,8.561308384,8.354231226,8.438703106,8.593707343,8.725096437,8.924166422,8.970469402,9.13393902,9.150847611,9.229365146,9.352465328,9.60449401,9.804320154,9.767150229,9.878100158,10.00231091,10.22968025,10.43440304,10.71412999,10.78986495,10.80794013,10.88251234,10.83086835,11.07318003,11.20753644,11.33142086,11.66177625,11.71925256,11.7485964,12.1887235
Coal,3.691741937,3.646714157,3.625204212,3.531076849,3.548473693,3.585220759,3.550816621,3.518539694,3.598321066,3.702185609,3.841142306,3.949652778,3.981691453,4.047691675,3.955991753,4.05855067,4.092353108,4.169083332,4.239612284,4.197957417,4.262992949,4.212807175,4.169384311,4.119885225,4.176729046,4.317159771,4.329702188,4.310937613,4.359795868,4.540058458,4.655938005,4.690557097,4.758194232,4.750442596,4.879789111,4.980130599,4.935770194,4.948175763,5.070947892,5.144359398,5.126969142,5.158279775,5.109577596,5.036493969,4.959419017,4.92084038,5.062388083,5.046881273,5.152539783,5.199818765,5.206143419,5.170153542,5.148052128,5.229610249,5.291986905,5.344495041,5.270247351,5.182093175,5.341426687,5.568416238,5.538763304,5.587408427,5.669903001,5.799158186,5.702783355,5.885491556,5.871958246,5.810217758,5.86283697,6.013899533,5.956350674,6.116456568,6.303505829,6.384622084,6.47951689,6.490354985,6.569432013,6.663713704,6.584995666,6.637126594,6.901393925,6.857508966,7.014230067,7.203970202,7.433832437,7.554468573,7.410847886,7.494699378,7.489587858,7.693409563,7.859511297,7.796501367,8.150150706,8.045006991,8.061114957,8.209655215,8.061685536,8.180772322,8.391535986,8.407222457,8.472776407,8.302013459,8.481371826,8.403972607,8.581449467,8.482175168,8.355465314,8.473608029,8.672538968,8.780116603
Coal,3.691741937,3.835215527,3.892471312,3.893350364,4.078036298,4.201993329,4.246342462,4.269003237,4.446179487,4.601299242,4.623786503,4.740489653,4.821636336,4.831669397,4.959666701,5.102163997,5.047967346,5.222735885,5.134069862,5.300286654,5.265142788,5.412651386,5.565454212,5.587204898,5.771855146,5.757768499,5.949928903,5.957250046,6.114654777,6.351147674,6.363961329,6.5053419,6.522004559,6.649899652,6.722943599,6.819849928,7.032427079,7.105539276,7.112272687,7.244957182,7.367814989,7.503404208,7.691356885,7.688637622,7.486757428,7.595758598,7.669468069,7.617897312,7.91560328,7.958477903,7.849837762,7.729532164,7.742685039,7.671474225,7.890369236,7.713418613,7.713284057,7.502570026,7.515420881,7.553031843,7.634647412,7.657864665,7.476090206,7.452881586,7.578496319,7.651053958,7.995629878,8.162461798,8.477735897,8.4652661,8.330804426,8.233658749,8.364867141,8.322629203,8.62912653,8.741068529,8.872976502,9.133446759,9.296739745,9.293602447,9.448373597,9.467689843,9.505148581,9.794940335,9.811673659,9.785947867,10.05950541,10.20922081,10.27833833,10.56859647,10.39871495,10.58456218,10.67736863,10.98272774,11.34595868,11.49135606,11.71986462,11.8434347,11.92691796,11.70385678,11.63889374,12.04001646,12.28266103,12.59109792,12.45325195,12.36453107,12.54571672,12.32411999,12.8607836,13.38184145
Coal,3.691741937,3.747330125,3.756063275,3.855939745,3.890792149,3.875406486,3.815266959,3.918577596,3.950796562,4.047924547,4.016080572,3.991307367,4.056406641,4.027454215,4.105692075,4.105950211,4.025361419,4.035970271,4.08809463,4.017102828,4.047925524,4.084718043,4.263902814,4.350320019,4.334803857,4.227307922,4.248950581,4.304697544,4.388850141,4.312580679,4.235051254,4.354045838,4.434718457,4.471199676,4.421697828,4.446427146,4.393544892,4.341381499,4.446908642,4.418257229,4.494262188,4.666996223,4.706975065,4.840483208,4.937584913,5.108484923,5.000357996,5.112728604,5.217554914,5.254433416,5.330606601,5.272623455,5.382430066,5.408980591,5.454499085,5.384923,5.492114759,5.476333412,5.465795971,5.56067097,5.574049139,5.749019696,5.95624041,5.889296562,6.122347888,6.269325184,6.369142358,6.282225801,6.41816311,6.399725307,6.580788874,6.61039439,6.773596178,6.683151951,6.651842364,6.708830908,6.728393188,6.649892932,6.909280616,6.908444288,6.998947029,6.912538033,6.874003324,6.833284827,6.957823297,6.973014336,6.987795986,7.117491423,7.370846575,7.415732526,7.430393283,7.502663219,7.79026259,7.689945907,7.814062441,7.918530913,7.980164987,8.078153742,8.225057027,8.602455103,8.725103966,8.820572442,8.933591781,9.070963161,8.975002972,8.985466931,9.02178118,9.056374669,9.426224443,9.757914882
Coal,3.691741937,3.620759275,3.742683315,3.882214629,3.910084438,4.048837457,4.212423618,4.18811679,4.137896823,4.129335265,4.196493843,4.25018032,4.371934039,4.560298266,4.636059967,4.66543481,4.631568181,4.619775527,4.675418975,4.739064735,4.853123535,5.022615595,5.087488045,5.14615575,5.229295692,5.366964968,5.504951049,5.696443347,5.84374282,5.919605011,5.982036973,6.165587517,6.19719222,6.468510322,6.51641743,6.652039567,6.590983192,6.625880967,6.645225733,6.511811112,6.804824756,7.043060838,7.018725301,7.197631598,7.235034627,7.495142844,7.556176552,7.779829095,7.786895372,7.901153749,8.093468715,8.100825752,8.145953786,8.306800858,8.614127665,8.729342226,8.895736478,9.007986905,9.168257657,9.14149761,9.332479339,9.495583397,9.635334769,9.755358884,10.11288675,10.41719794,10.47385462,10.78947877,10.79264048,10.73574777,10.77461553,10.89444534,11.35613117,11.34110207,11.80418741,11.93436134,12.13119131,12.29474922,12.39064925,12.50308677,12.71341768,12.99795665,13.03220658,13.00192049,13.50937217,13.41146298,13.52735955,13.65794843,13.91271314,14.53320878,14.27021286,14.12006646,14.0144861,14.58587209,15.08620353,15.68090348,15.48585266,15.77557641,16.27545096,16.23313922,16.45015672,16.59878761,17.27109986,17.18991298,17.14675904,17.27905669,17.26417226,17.2123168,17.32083045,16.94420375
Coal,3.691741937,3.690900823,3.728023346,3.786354812,3.864498261,3.918698142,3.950688177,4.02280303,4.112250436,4.02225113,4.010459881,4.159305963,4.198685277,4.297522452,4.367297251,4.370979971,4.390673122,4.314093597,4.433250079,4.554813505,4.554734022,4.60195317,4.6592521,4.72861024,4.775411216,4.832965287,4.900514322,5.009492396,5.117526022,5.153506218,5.318869291,5.366039041,5.498743941,5.508965901,5.714401924,5.621168493,5.844119026,5.995039399,6.013445242,6.129404626,6.161761329,6.237401947,6.411959824,6.537857787,6.712024789,6.687763179,6.669192158,6.972677708,7.174774767,6.998698772,6.902115915,6.907757551,7.042869296,7.145877498,7.121492001,7.106715944,7.170661473,7.281800624,7.480053355,7.540900084,7.567273787,7.658499028,7.519004156,7.742641104,7.663533584,7.689588598,7.580611353,7.465058857,7.604277088,7.86589252,8.067610086,8.024210923,8.298037691,8.305232851,8.473626717,8.792745328,8.852644556,8.815774973,8.775456383,8.828797209,8.807403542,9.026818067,9.398414623,9.190646001,9.335904773,9.418350587,9.381568791,9.562901036,9.756364753,9.586968952,9.545831432,9.901207072,10.11301755,10.0173008,10.2092548,10.12905718,10.36888966,10.37920713,10.28705215,10.38214999,10.48612047,10.44951692,10.27841662,10.14740781,10.02527333,10.3194568,10.44769597,10.7466595,10.87943107,10.97192444
Coal,3.691741937,3.680390532,3.726372135,3.833208129,3.767712542,3.880320334,3.860864711,3.915864435,4.029725932,4.102184714,4.019699394,4.077369168,4.180373331,4.209707879,4.321394626,4.242866319,4.276125465,4.181526518,4.330345737,4.393742286,4.469647337,4.546621578,4.573312298,4.624404023,4.793850668,4.953095721,4.958630272,4.858967486,4.862546763,4.847526759,4.860321473,4.808368653,4.811695065,4.911239475,5.003844086,5.084048638,5.204916348,5.220509106,5.310026067,5.194147021,5.307045887,5.433788301,5.426942361,5.361900691,5.283751478,5.288459091,5.184036271,5.112003972,5.208352478,5.262020003,5.332752914,5.264909305,5.488636192,5.599980842,5.853003197,5.838421287,6.01852491,6.049193512,6.023326661,6.169058961,6.35239322,6.316536091,6.480010258,6.720324331,6.719803996,6.996451105,7.054612434,7.305697325,7.274589757,7.506548831,7.594633075,7.832886335,7.906422551,7.888775082,7.97339431,8.329206768,8.277305223,8.374113634,8.30259684,8.236179821,8.082846585,8.048602007,8.32422217,8.409803695,8.444190773,8.524396109,8.709256567,8.889701864,8.829833123,8.898401477,8.742848789,9.106895169,9.469448243,9.696821733,9.695859378,9.878726247,10.03714718,10.3946741,10.52376674,10.40324231,10.45045804,10.77885666,11.06560864,11.33946748,11.36975854,11.28494538,11.4284345,11.29544851,11.4493852,11.30898501
Coal,3.691741937,3.745571362,3.767582851,3.916632539,3.900762654,3.943525907,4.116290619,4.176679348,4.146586059,4.224205048,4.344836506,4.305030814,4.201534422,4.239595676,4.380466109,4.478579055,4.66997142,4.835131477,4.978004652,5.032044403,5.064872829,5.158903618,5.247485891,5.283215168,5.404145599,5.369614629,5.328828094,5.440942319,5.4795912,5.453509122,5.519650577,5.694222597,5.735893137,5.951491842,5.966340093,6.111017202,6.257808381,6.35688755,6.40172576,6.533454984,6.690480889,6.793625485,7.027664322,7.272689883,7.20498825,7.292705562,7.401632292,7.464046498,7.776637635,7.710217084,7.936454554,7.993289688,7.981797581,8.042840949,7.956419446,7.976918939,8.132640793,8.475842454,8.431406886,8.295102958,8.394096987,8.472080495,8.480866265,8.538439376,8.819354422,8.744562282,8.907198695,9.071524683,9.006716553,9.114051112,9.356834032,9.51536719,9.569824034,9.573214748,9.690490227,9.56411014,9.900322713,10.1305285,10.43689195,10.54399493,10.60929551,10.93860806,10.84945078,10.78271591,11.0698356,11.10414582,11.1846726,11.22715085,10.9988855,11.38917181,11.66950696,11.98862668,12.52722343,12.5494664,12.97262991,12.84599102,13.10636082,13.19989181,13.09103856,13.65718262,14.17500532,14.22795813,14.38887886,14.65426632,14.91812622,14.79580182,14.93080682,15.28777269,15.65292404,15.73553983
Coal,3.691741937,3.726866536,3.669221434,3.700671181,3.741781003,3.724043778,3.734566708,3.770011308,3.835612859,3.866358116,3.859232822,3.879966176,3.856812058,3.834750214,3.840753863,3.802213186,3.850028333,3.910470656,3.916949483,3.833750047,3.886722515,3.895052375,3.951804921,3.939353325,4.029656179,4.118309131,4.046130152,3.930486478,3.942775933,3.950014069,4.089363952,4.164269017,4.282174535,4.425250017,4.496528442,4.505914886,4.604049478,4.781326772,4.655945588,4.725055774,4.748731845,4.837720642,4.834394029,4.871471386,4.99737427,4.998069766,5.127690864,5.037828597,5.095695619,5.166513143,5.09048426,5.166415408,5.232160132,5.330928831,5.329789107,5.432956758,5.289635195,5.360871743,5.464872986,5.444539682,5.482617873,5.444704197,5.417438433,5.341373056,5.255026537,5.396531254,5.41612348,5.388244965,5.455831848,5.431782357,5.429318637,5.441716503,5.607967923,5.726194239,5.807099025,5.797743269,5.975754169,6.001812384,6.156045637,6.23910595,6.292365806,6.385958912,6.482746796,6.569439315,6.800765373,6.899348907,6.747288971,6.735882406,6.705259913,6.740606296,6.828556686,6.825748584,7.108721172,7.313151621,7.17887695,7.163669124,7.469822508,7.710912635,7.735501212,7.990668197,7.970035352,8.192142377,8.163182556,8.354612175,8.450205133,8.527726381,8.660032971,8.704851567,8.819755177,8.749993072
Coal,3.691741937,3.692906288,3.68248165,3.667615663,3.730970425,3.858714018,3.816723867,3.950710698,4.106534353,4.260819379,4.369910163,4.408250923,4.367390534,4.331315099,4.254102572,4.288460736,4.355392314,4.388815697,4.420444344,4.426023203,4.576480223,4.777852848,4.89676229,4.996424029,5.060563322,5.003315945,5.134336966,5.200248198,5.195567357,5.283866248,5.252520395,5.358745784,5.430115623,5.349977908,5.434756709,5.39583472,5.442459199,5.522829705,5.493062437,5.392235211,5.44415245,5.558829028,5.529488299,5.513339977,5.685754423,5.770009804,5.751003787,5.756025546,5.707522645,5.898394723,5.994485108,6.103801622,6.284204684,6.564735087,6.681288427,6.874559629,6.995731958,7.001883423,7.000528978,7.047476143,7.157052942,7.23361244,7.266421075,7.251025251,7.42087498,7.498397277,7.671311027,7.71026646,7.874616748,7.752878184,7.642825994,7.602846076,7.70737224,7.690123822,7.996299307,8.135397592,8.305472923,8.356757569,8.572411623,8.800104696,9.115963892,9.289202495,9.479339806,9.584835167,9.724022582,9.745982213,9.537729539,9.951333101,9.949688582,10.14415682,10.38751544,10.56252153,10.31725191,10.20220203,10.11124865,10.3096208,10.36075385,10.49283291,10.65987845,10.71724538,10.85437797,11.11000423,11.26309526,11.36840969,11.36647691,11.56152108,11.7529533,11.9155054,12.16795371,12.08276452
