YEAR,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120
Gas,7.5,7.766225407,8.223882757,7.80756408,7.988673321,7.962683823,8.025898854,7.70728472,8.154949818,8.324864071,8.105869297,8.418902629,8.714356748,8.942639352,8.999172417,9.038653612,9.521819337,9.762551897,9.759183258,9.607074289,10.11663033,10.3745842,10.97069909,11.03833961,10.90449899,10.59740518,10.52488001,10.39049068,10.55250475,10.80448902,10.5802407,10.70249636,10.91989618,10.86044497,10.65964792,10.69393419,10.7485659,11.00336594,11.74701347,11.7321057,12.09867759,13.04051051,12.91087937,13.14025688,13.4096366,14.33056197,15.12782009,15.32460969,14.5502925,14.76062013,14.68893541,15.03935862,15.23867585,15.2909535,15.64737789,15.9168919,15.51676235,15.76321076,15.17516867,15.87937443,16.0116305,16.40899305,16.59306372,17.56283893,17.91443025,18.4862741,18.9499246,19.47890823,18.99534118,19.57816762,20.65941926,20.60234343,21.21989941,21.84515017,22.66259041,21.87659934,22.11373671,23.03769342,24.40664995,23.06480319,23.19660396,23.69221583,23.5620578,22.62542308,21.73037781,21.81158817,21.55631061,21.30090843,21.35699581,22.37533316,22.84180318,23.48125929,23.1788409,22.97399035,23.3279076,22.84180295,22.09654665,21.85083732,22.73658654,22.05785203,23.11262792,23.64782408,23.2106689,22.97512807,23.28290821,23.21024359,23.22127795,23.09004979,23.24225388,23.91331153
Gas,7.5,7.279023229,7.472978275,7.40415286,7.624304371,7.805525299,7.991456433,8.005716949,8.094174059,8.228812032,8.80853057,9.193523668,9.433172875,9.436344989,9.088668873,8.64699736,8.532044046,8.775412163,8.8486475,8.960815228,8.535711141,8.590474675,8.607257288,8.882871248,8.653424705,9.098058717,9.482527949,9.7116048,9.993091255,9.721484987,9.900181307,10.0198797,9.87824329,10.1068351,9.919540079,9.548867512,9.685624906,10.04054988,10.6789419,11.04643445,11.70043596,12.04694782,12.28563158,12.34603995,12.95236597,13.03381651,13.64638684,13.39755008,13.52881647,13.82257673,14.09354258,14.7826999,15.78814785,15.94085203,16.19991968,16.58427307,16.24094055,17.02942938,17.39578939,18.40723512,18.74726944,19.15209007,19.50974997,18.83539276,19.86645561,20.66296328,20.83955042,21.6854879,21.67360838,21.18638091,21.7252377,20.80722745,21.94061267,22.1898897,22.3486855,22.58451484,23.77935124,24.16672226,23.25835578,24.29957477,24.91576337,24.41431087,25.17032851,24.3443765,25.16093522,25.7412438,25.72670506,25.52550545,25.78128032,25.30683078,25.8921513,25.0198351,24.79341093,25.32734737,25.90961653,26.89970454,28.44212492,29.66323207,30.25899227,29.31583295,30.46341739,31.55703344,32.10178568,32.29255784,32.73887649,32.77743155,34.32488904,33.16694259,34.2856093,36.42855793
Gas,7.5,7.744194534,7.791770291,7.903006603,8.013704856,8.043070197,8.154701408,8.425029499,8.104399978,8.040825313,8.291030528,8.08066352,8.13078987,8.314478323,7.939044096,8.233544721,7.91046199,7.806786225,7.836674868,8.155275299,8.027554473,8.280667309,8.202193515,7.859973881,8.01645739,7.850671025,7.987354469,8.024619514,8.133126815,7.983946275,8.258016028,8.503207675,8.659857463,8.706116231,8.71123106,8.380039522,7.973169271,7.851283621,7.759790471,7.495807527,7.55584447,7.632926651,7.588970257,7.643298154,7.378512016,7.447271616,7.580475021,7.793263996,7.476752473,7.546439719,7.291301519,7.678558844,7.768496756,7.82717222,7.817397554,7.970007505,8.137994016,8.245776583,8.627060097,8.564901166,8.494598722,8.496550428,8.818396217,9.22619825,9.114941103,9.114222319,8.99485429,9.267531937,9.811301726,9.993750421,9.953703793,10.27299045,10.44365187,10.42960938,10.11499152,10.39762995,10.3524374,10.52024357,10.73659259,10.24309348,10.53142686,10.97575626,11.18328099,11.27034866,11.3343471,11.57539572,11.79289248,12.02259408,11.5476715,12.13789499,12.84950096,12.78010511,13.11553615,13.39132664,13.92569726,14.68651609,14.58128566,14.70726795,14.91445864,15.20797118,15.29871653,15.38165611,15.53061905,15.76312224,15.21751214,16.19664409,16.51643428,16.43353157,16.6901322,16.71914468
Gas,7.5,7.642746656,7.795849773,8.237600176,8.412605124,8.505941735,8.51901126,8.159212092,8.687137556,8.707518842,8.988432556,8.595320454,8.81457457,8.597751885,8.859687022,8.646684362,8.849827686,9.218710224,9.719467285,9.477318773,9.432285432,9.313736454,9.444415665,9.610256861,10.1504552,10.60199659,10.5519475,10.684218,10.79815711,11.02766474,11.04473409,10.91109787,11.17079241,11.64813735,12.3239593,13.00893287,13.20678533,13.25329728,12.87353499,12.67400992,13.28923917,13.90014913,14.11826182,14.08241889,14.48853717,14.58260972,15.2484448,14.54144208,14.42839915,14.12179703,14.08587595,14.43605781,14.87588808,15.09782611,15.83839287,15.75549522,15.52595234,15.24629804,15.40047085,15.16343578,14.88730802,15.16913006,14.55237955,14.17187291,13.95064488,13.56625255,13.59204752,13.15746798,13.54059268,14.20050018,14.18598853,14.2080836,14.01885424,14.64246461,14.83805496,15.26090278,16.42403599,16.88527804,17.51552607,16.68732104,16.50215906,17.53463796,18.19435137,18.23350297,17.4302287,18.48064452,17.70559157,17.85819248,18.5112796,19.42881087,20.59736704,19.65323703,20.24981278,21.37070046,21.99218887,21.78877341,22.72380315,22.55148649,22.77050748,22.94996638,22.96116926,23.22208162,24.12634832,23.55650248,23.93550463,23.86931832,23.65177416,24.89708823,24.4177185,24.23244069
Gas,7.5,7.224069312,7.203421448,7.554656039,7.811030646,8.105073442,8.230639195,8.209538704,8.175238975,7.971010801,8.405737536,8.581447301,8.446059494,8.752541856,8.953386329,8.740873908,8.555094342,8.646111171,8.598872331,8.737414091,8.810625245,8.770855913,8.669523014,8.785733185,9.129168347,9.403840395,9.415082024,9.529303645,10.05615209,10.13190484,10.29770386,9.774217884,10.10375535,10.75532226,11.19546234,11.351262,12.04907112,12.3923102,12.88399124,13.05292722,12.97363037,12.53000859,13.20575965,13.07332221,13.71415965,13.63321882,13.48859481,13.91173785,13.98800176,13.70599459,13.85565238,13.38547661,13.74626213,13.67490441,13.57922404,13.59683444,13.97234012,13.67905311,13.64991814,14.2053152,14.6711579,14.30253336,14.59000766,15.20322057,15.45514796,15.37800167,15.38593131,15.42587167,16.35532712,16.7258309,16.8022378,16.55868196,16.68859522,17.0490742,17.88485615,18.1678163,19.31905925,19.46633321,19.79869658,20.53417606,20.47006221,22.0699901,22.51946826,23.23624101,23.29225682,24.0320566,24.94183617,24.29681092,24.67869853,25.37436353,25.84014174,24.85946687,26.22577211,27.11600621,28.89603579,29.69585894,30.65537975,30.4829056,30.6119317,31.77710713,32.91717714,33.03351613,34.15570307,35.2186098,35.56151941,35.97405165,38.77184003,37.97943812,38.50300936,38.64393929
Gas,7.5,7.967265534,8.247533829,8.768227146,8.940355543,9.15436227,9.313347316,9.381427612,9.677320413,9.893752419,9.838006351,10.13850426,9.567800971,9.501617848,9.208483518,9.294180751,9.686297834,9.727453758,9.547457306,9.857618447,10.21612926,10.02421353,10.19016786,10.03095746,9.970437619,10.17822808,10.09007556,10.49488069,10.73622796,10.62681343,10.71889256,11.50586887,11.0855862,11.36548964,11.67208421,12.02920158,11.90903374,11.98362754,12.02559419,11.51490522,11.8406722,11.38691146,11.57213746,11.69174991,11.33281106,10.93355375,10.39987113,10.35865453,10.59571414,11.08857377,11.25756764,11.24212861,11.11501205,11.69217544,11.21743241,11.48275536,11.24429752,10.75468752,11.52198236,11.85839507,11.35058689,11.6720145,11.54017731,11.48061513,11.80744383,12.27201339,11.81759113,11.47203232,11.92003901,12.40070219,12.86134834,12.77459984,12.85539616,12.87270236,12.87064321,12.90734595,12.70311031,13.01249267,13.65205245,13.78414118,14.40971837,14.56708204,14.62632953,15.13314787,14.9676133,14.45612412,14.40834074,14.41458219,13.89932706,13.76034356,14.1202825,14.99392312,15.75761989,15.66383417,16.45532903,16.95382474,17.40108528,16.89833981,16.58589478,17.21648463,17.30140005,18.15060729,18.57846155,19.30742487,20.37383176,21.55094201,21.756807,22.56833917,22.77585923,22.9899593
Gas,7.5,7.816023142,8.153922111,8.047567865,7.667277653,7.623465574,7.815297305,7.641664596,7.675426122,8.174309966,8.158342758,7.744417335,8.12197334,8.391392587,8.64194656,8.653003621,8.743552995,8.817251145,8.935877837,9.400444825,9.593309418,9.845778111,10.32141038,10.44066702,10.70456438,11.10065524,11.36538378,11.13007328,11.6626935,11.97468703,12.25664241,12.4519354,11.9144388,12.42355996,12.96796037,13.65921555,13.69894184,14.06118368,13.91017291,14.44264772,14.57170077,14.76537624,14.75889492,15.05334294,15.65577495,15.82032084,15.75612839,15.29553511,15.42012274,15.74843647,15.90723886,16.23668481,16.2858165,15.76452101,16.4205861,16.45175748,16.60088538,16.65899239,16.32376389,16.2684337,16.45113544,15.86389501,16.16133563,17.0337212,17.10907118,17.05908365,17.62400141,17.87773173,16.98089734,17.30686369,17.76234838,18.85710644,18.40910048,19.64337931,20.72708256,20.74157367,20.31516856,19.98521323,18.99290942,19.57090246,20.24467399,20.81665006,20.23003251,20.63086004,20.96539457,21.88618891,23.27052442,24.45075137,24.96763059,25.33578191,24.73981858,25.51357679,26.15241351,25.91881671,25.3174083,25.78675384,27.14743978,27.95460009,28.36162072,28.99161642,28.29187859,29.99804575,30.86280669,31.51302462,32.58729449,33.06682497,32.7455882,31.36640486,31.71824746,31.6050061
Gas,7.5,7.605744284,7.969387919,8.219974688,8.593188519,8.711611716,8.982268658,8.648108284,8.643386608,8.739228078,8.853278058,8.68934814,8.316728875,8.391694243,8.985482695,8.719898986,9.313391394,9.689286389,10.36850115,10.57965495,10.49999745,10.54009684,11.17923118,11.41075249,10.9452793,11.04856493,10.6061651,11.13909124,11.43867194,11.5683441,12.11306808,11.6010804,12.13779261,12.28806131,13.10734505,13.45620438,12.94296947,13.22925439,13.58135481,13.24579656,13.23575126,13.40457077,13.36540832,13.58947909,13.60860769,13.59011572,14.00112882,14.52961819,15.36226199,15.76295809,16.20303892,16.35996285,16.13668068,16.45257204,17.44545954,17.42090308,17.59524226,18.86718737,19.40895029,20.18978768,19.30303872,20.22824669,20.15554965,20.67936809,20.73916816,20.88823662,21.50342113,21.6328055,22.38839404,22.25178581,23.64763569,22.61778879,23.54185613,23.33051808,23.38499839,23.97662145,24.51412046,25.72750566,27.15825313,27.20178897,28.26175186,28.65743707,28.7598377,28.83232011,28.77960902,29.27720631,30.20095662,30.04891534,29.4642963,29.79189844,31.26796676,30.9877933,31.1306067,32.19108458,34.51437595,34.72761617,35.2700793,35.69119443,36.79068667,38.6523395,41.00499086,40.34418405,43.44794712,44.91181853,48.06024874,47.32644731,46.39887574,47.08964919,46.35943225,47.80827672
Gas,7.5,7.476250649,7.465786138,7.429452653,7.188309546,7.45489884,7.622090684,7.331907067,7.474341343,7.534225734,7.675182864,7.546364733,7.61749282,7.286038771,7.419049655,7.416985626,7.158622275,7.264024269,7.599485576,7.722262197,8.00585464,8.307516883,8.802691835,9.298879393,9.513178494,9.892836057,9.983469777,9.857310549,10.04756811,9.815959805,10.21637622,10.35660101,10.99343154,11.11232533,11.51683716,11.59916413,11.94375095,12.28134277,12.24299863,12.58252691,13.13821336,12.70885427,12.30418031,12.08230256,12.44641446,12.37785204,12.07757412,12.61354639,12.80603517,13.45877038,13.39523123,13.92954079,14.16412447,13.76145994,14.3038836,13.88895357,14.36094686,13.75973618,14.34424086,14.89792238,15.29063182,15.16554072,15.32882568,14.99065132,14.64170385,14.60233121,14.59559456,14.85525024,14.70905359,14.87838381,14.50133405,14.29532617,14.42740436,15.31165042,15.5322125,16.47216525,16.64700432,15.94532059,15.78311399,16.00534195,16.40102631,16.67191393,16.30567383,16.42972647,17.17318933,17.4353081,17.80131676,18.03615549,17.34124931,17.47427912,17.73119812,17.91829316,19.27050299,19.25203066,19.68422647,19.37864471,20.45502969,21.40397913,22.41630426,22.93970515,23.77101508,23.69493314,23.51956993,23.01239379,23.77111126,23.69669004,24.38637748,23.89169217,23.5268288,24.87045854
Gas,7.5,7.616429698,7.483318712,7.399471814,7.003694852,7.270148434,7.51874308,7.839655174,8.096987782,8.48503386,8.833563287,8.465871372,8.665456546,8.97565021,9.31845984,9.218098742,9.624692826,9.704871341,9.671903845,9.876531666,10.01364058,10.03348734,9.773418523,9.586339917,10.023561,9.565329792,9.596999092,9.465810348,9.806968916,9.867535235,9.971678276,10.04736287,10.34238527,10.04085276,9.965721246,10.37155204,10.10298818,10.60495351,11.04821497,10.71751175,10.45287695,10.82693066,11.0702402,11.67195886,11.82947676,11.77988409,12.3113443,12.98686886,13.56192877,14.46249754,14.54205653,14.46217915,15.23223477,16.08384164,16.63169332,16.3276495,15.55707018,16.51412389,16.84781363,16.41872411,17.07740183,16.7186113,17.04164736,16.55837552,15.85612123,15.40504111,16.08598962,15.48337435,16.06717402,15.94472756,16.58369436,16.85885159,17.43934037,16.49380833,16.89632623,17.09308569,17.06772568,17.57076462,18.19287163,19.508116,19.07714199,19.18978758,18.97453846,19.68583919,19.70111433,19.77865041,19.57478122,19.95925671,19.94260507,19.26726962,19.53593977,19.7087971,20.01013847,21.11647181,22.04452363,21.90736435,21.49257528,22.8051946,22.04769508,22.37183946,22.8786368,22.08429312,23.09003112,22.14410981,22.91943661,24.08353346,23.44457644,24.3040874,24.55671893,24.75577815
