"DemandDE","runId","tick"
"1",1,1,1
"2",1.00139763601074,1,2
"3",1.01102769839504,1,3
"4",1.03839715537131,1,4
"5",1.01600187527775,1,5
"6",1.05406497600993,1,6
"7",1.03773100714379,1,7
"8",1.06772153547249,1,8
"9",1.0618342379875,1,9
"10",1.04799284449606,1,10
"11",1.04017518932792,1,11
"12",1.03495689802515,1,12
"13",1.03436608568267,1,13
"14",1.03270031149182,1,14
"15",1.04198195140538,1,15
"16",1.03950196782316,1,16
"17",1.02277640651858,1,17
"18",1.0415441254942,1,18
"19",1.02707925155621,1,19
"20",1.04062423307878,1,20
"21",1.03177303438566,1,21
"22",1.02164626532861,1,22
"23",1.02094281422774,1,23
"24",1.02144755852999,1,24
"25",1.0205978338158,1,25
"26",1.02664627318411,1,26
"27",1.02728381896925,1,27
"28",1.05630807129937,1,28
"29",1.06885177505757,1,29
"30",1.05883535747148,1,30
"31",1.06103052782516,1,31
"32",1.104726298706,1,32
"33",1.11017824464635,1,33
"34",1.11150895296955,1,34
"35",1.14150097816534,1,35
"36",1.14444165228902,1,36
"37",1.11997736928814,1,37
"38",1.16002828576776,1,38
"39",1.18036530691113,1,39
"40",1.20374495179521,1,40
"41",1.17733332628922,1,41
"42",1.17358791807308,1,42
"43",1.17273743481618,1,43
"44",1.15352769918609,1,44
"45",1.16954468026262,1,45
"46",1.14501208986617,1,46
"47",1.17400713582071,1,47
"48",1.20722712688661,1,48
"49",1.19029227068763,1,49
"50",1.23120895814825,1,50
"51",1.19947297950102,1,51
"52",1.18303189775416,1,52
"53",1.18485532746212,1,53
"54",1.17615843066445,1,54
"55",1.20438539861226,1,55
"56",1.21870509906298,1,56
"57",1.21251230526238,1,57
"58",1.17892231792887,1,58
"59",1.17919284395041,1,59
"60",1.17811728712801,1,60
"61",1.19185861312055,1,61
"62",1.18775627563946,1,62
"63",1.15350512683491,1,63
"64",1.17039276378454,1,64
"65",1.17620716750839,1,65
"66",1.13753179440315,1,66
"67",1.14883293734186,1,67
"68",1.16700077032367,1,68
"69",1.18850562003841,1,69
"70",1.16183650895744,1,70
"71",1.1985026433305,1,71
"72",1.23256907771186,1,72
"73",1.23053395312899,1,73
"74",1.24830884981469,1,74
"75",1.2523982761959,1,75
"76",1.2723053316219,1,76
"77",1.27597288081597,1,77
"78",1.2905114873156,1,78
"79",1.26320850282076,1,79
"80",1.29664021699313,1,80
"81",1.28299486137346,1,81
"82",1.25322162995887,1,82
"83",1.27169761953715,1,83
"84",1.29849986141087,1,84
"85",1.31001824385872,1,85
"86",1.2733615587012,1,86
"87",1.32813054105975,1,87
"88",1.30132807428414,1,88
"89",1.29798006272953,1,89
"90",1.26892951810347,1,90
"91",1.28909296672935,1,91
"92",1.27815384344286,1,92
"93",1.28853864710692,1,93
"94",1.28425211735775,1,94
"95",1.31078531689221,1,95
"96",1.31671152144222,1,96
"97",1.33724733974504,1,97
"98",1.36526942715321,1,98
"99",1.35185533440213,1,99
"100",1.36489536419877,1,100
"101",1.36956262439775,1,101
"102",1.42349478254018,1,102
"103",1.41749375190252,1,103
"104",1.40823588316141,1,104
"105",1.43013346680621,1,105
"106",1.46288862261711,1,106
"107",1.5202264995813,1,107
"108",1.5259583864156,1,108
"109",1.55539182850911,1,109
"110",1.5667502539533,1,110
"111",1,2,1
"112",0.998918498162284,2,2
"113",0.971052548728991,2,3
"114",0.949807714333083,2,4
"115",0.942755822266834,2,5
"116",0.928449942027516,2,6
"117",0.930402628552695,2,7
"118",0.927733432680006,2,8
"119",0.914315672477666,2,9
"120",0.925244096419957,2,10
"121",0.934341079527006,2,11
"122",0.936142641280436,2,12
"123",0.928777930948048,2,13
"124",0.946458533370038,2,14
"125",0.980209167100018,2,15
"126",0.978178535475414,2,16
"127",1.00517157827367,2,17
"128",1.0258890196636,2,18
"129",1.06681515679242,2,19
"130",1.04796928967509,2,20
"131",1.0571459501938,2,21
"132",1.02939637930104,2,22
"133",1.01371178808185,2,23
"134",0.983056580394872,2,24
"135",1.01038087781788,2,25
"136",1.03541810010906,2,26
"137",1.02164763663351,2,27
"138",1.01231963894626,2,28
"139",0.997337177190109,2,29
"140",1.00080343967235,2,30
"141",1.00724254589214,2,31
"142",1.00782841441171,2,32
"143",1.02852031955243,2,33
"144",1.02172886623838,2,34
"145",1.02483542981208,2,35
"146",1.01845335156259,2,36
"147",1.0155557696061,2,37
"148",1.01469669993011,2,38
"149",1.02763433582806,2,39
"150",1.03751077981647,2,40
"151",1.08098452551936,2,41
"152",1.09420659695205,2,42
"153",1.08993634928492,2,43
"154",1.06396420413405,2,44
"155",1.10056477178306,2,45
"156",1.09909748855059,2,46
"157",1.07654751672607,2,47
"158",1.04570909618866,2,48
"159",1.04927169986164,2,49
"160",1.09782030850832,2,50
"161",1.09962653776932,2,51
"162",1.11583917671079,2,52
"163",1.12439548463892,2,53
"164",1.11445272632727,2,54
"165",1.09233630193354,2,55
"166",1.05470646805193,2,56
"167",1.10049781988285,2,57
"168",1.11536697256204,2,58
"169",1.15614799281154,2,59
"170",1.12491219944335,2,60
"171",1.11685248884614,2,61
"172",1.12123906041449,2,62
"173",1.09524432886581,2,63
"174",1.09441055401196,2,64
"175",1.13366125868678,2,65
"176",1.10079151915404,2,66
"177",1.10308531571225,2,67
"178",1.11084216872752,2,68
"179",1.14277720950848,2,69
"180",1.13256748139651,2,70
"181",1.10242394609589,2,71
"182",1.10888469180355,2,72
"183",1.09779212333526,2,73
"184",1.10111611292062,2,74
"185",1.15418950756333,2,75
"186",1.1389354400819,2,76
"187",1.12742170496976,2,77
"188",1.14304559237139,2,78
"189",1.16697824486784,2,79
"190",1.18731183357831,2,80
"191",1.19774684493023,2,81
"192",1.19007433188744,2,82
"193",1.19170869748514,2,83
"194",1.1976735513743,2,84
"195",1.17420467951696,2,85
"196",1.17700996178337,2,86
"197",1.15728753960019,2,87
"198",1.15874190551242,2,88
"199",1.17451227048318,2,89
"200",1.15623083722,2,90
"201",1.156738421925,2,91
"202",1.14295714146308,2,92
"203",1.1867119112333,2,93
"204",1.20269359623544,2,94
"205",1.1612642109461,2,95
"206",1.13132249047404,2,96
"207",1.17701248448677,2,97
"208",1.17953909990482,2,98
"209",1.18731390435848,2,99
"210",1.18200870207288,2,100
"211",1.19726981951773,2,101
"212",1.22370875982862,2,102
"213",1.25627626585555,2,103
"214",1.26039380261576,2,104
"215",1.22277380849141,2,105
"216",1.23942276102666,2,106
"217",1.24386301424088,2,107
"218",1.2242776988478,2,108
"219",1.25072561135569,2,109
"220",1.29493223334754,2,110
"221",1,3,1
"222",1.0268164335396,3,2
"223",1.03888632152148,3,3
"224",1.06140824720046,3,4
"225",1.08312841918597,3,5
"226",1.08557683223716,3,6
"227",1.10508724042363,3,7
"228",1.12731247414065,3,8
"229",1.10979044439522,3,9
"230",1.10002147472384,3,10
"231",1.09779891611989,3,11
"232",1.10982803007063,3,12
"233",1.11628117456544,3,13
"234",1.12109107438486,3,14
"235",1.12882223900926,3,15
"236",1.12329759848649,3,16
"237",1.09157004202999,3,17
"238",1.094475841786,3,18
"239",1.0830178916858,3,19
"240",1.07301322997715,3,20
"241",1.06009830828829,3,21
"242",1.07577273726229,3,22
"243",1.07929176144247,3,23
"244",1.09388555304787,3,24
